1	1.7879
2	1.5577
3	1.2256
4	1.5541
5	1.3713
6	1.3516
7	1.069
8	1.1105
9	0.83159
10	0.3924
11	0.77041
12	0.32612
13	0.37055
14	0.31228
15	0.31447
16	0.4026
17	0.3101
18	0.31156
19	0.33122
20	0.46232
21	0.43246
22	0.31156
23	0.51622
24	0.36691
25	0.32321
26	0.37711
27	0.5235
28	0.44921
29	0.48709
30	0.76676
31	0.88621
32	0.54317
33	1.643
34	1.7129
35	1.6269
36	0.90733
37	0.93355
38	0.49073
39	0.36764
40	0.89131
41	0.56866
42	0.38075
43	0.67718
44	0.42008
45	0.5825
46	0.62547
47	0.50238
48	0.48781
49	0.92481
50	0.74127
51	0.49874
52	0.52714
53	0.68155
54	0.49728
55	0.43829
56	0.68373
57	0.93137
58	1.0042
59	1.0311
60	0.93574
61	0.85708
62	0.75875
63	0.49218
64	0.3538
65	0.3101
66	0.3152
67	0.31156
68	0.34579
69	0.47616
70	0.70049
71	1.0778
72	0.85344
73	1.0027
74	0.54535
75	0.6444
76	0.40551
77	1.2001
78	1.7209
79	1.7223
80	1.5971
81	1.0508
82	0.33049
83	0.37128
84	2.4521
85	2.3028
86	1.1979
87	1.3538
88	0.92845
89	0.40915
90	0.51986
91	0.97652
92	1.2817
93	1.0581
94	1.1579
95	1.1076
96	1.2657
97	1.3545
98	1.5745
99	1.2977
100	2.5366
101	2.2489
102	2.4339
103	3.7325
104	4.7537
105	4.4259
106	4.2118
107	4.1062
108	3.6772
109	4.0268
110	4.4565
111	4.01
112	4.2103
113	4.9671
114	4.5126
115	4.5432
116	4.6881
117	4.5366
118	3.9518
119	4.0552
120	3.1237
121	3.8425
122	3.4397
123	3.9845
124	2.8615
125	3.0982
126	2.4179
127	3.0421
128	3.0377
129	3.8258
130	4.3385
131	3.6218
132	4.5876
133	4.4631
134	4.3982
135	4.4048
136	3.506
137	3.0763
138	2.8797
139	3.0144
140	3.7515
141	3.1237
142	2.9219
143	3.6502
144	3.801
145	4.7194
146	4.1309
147	4.4011
148	3.3174
149	3.9933
150	3.6298
151	3.7172
152	4.0057
153	2.573
154	3.7842
155	3.3218
156	2.7311
157	2.8818
158	2.5614
159	2.3931
160	2.4274
161	2.3407
162	2.2591
163	2.356
164	3.2883
165	3.5454
166	3.8367
167	4.144
168	4.6233
169	4.4011
170	4.4572
171	4.6153
172	4.6029
173	5.1477
174	5.4019
175	4.6014
176	5.021
177	5.7762
178	4.9751
179	4.7143
180	5.6313
181	4.9336
182	5.2635
183	5.2613
184	5.096
185	4.7049
186	5.5177
187	5.4339
188	5.1258
189	5.5381
190	5.0348
191	5.297
192	5.4456
193	4.9255
194	4.482
195	5.1433
196	5.3167
197	4.0741
198	3.8615
199	3.8818
200	4.3392
201	4.4682
202	5.1062
203	4.5687
204	3.9787
205	4.5985
206	4.7507
207	5.3036
208	4.9977
209	4.1892
210	4.5046
211	4.7034
212	4.4536
213	5.2395
214	4.2839
215	3.7631
216	3.8906
217	4.5614
218	3.8593
219	3.8338
220	3.9401
221	4.3975
222	4.2344
223	4.3793
224	4.6852
225	4.3647
226	4.5818
227	4.4121
228	4.3494
229	4.4813
230	4.1783
231	3.6036
232	3.2402
233	3.935
234	2.9947
235	3.2679
236	3.5636
237	3.4441
238	4.0326
239	4.1295
240	2.23
241	3.037
242	2.4368
243	1.9102
244	3.6794
245	3.9372
246	5.4412
247	4.6837
248	4.4805
249	3.5082
250	3.4296
251	3.1834
252	3.6109
253	3.2438
254	2.4288
255	2.994
256	2.5446
257	2.8469
258	3.9022
259	4.0581
260	3.6014
261	3.2686
262	3.3691
263	3.1928
264	4.2599
265	4.8527
266	5.8811
267	5.0668
268	5.1521
269	4.3057
270	5.5068
271	5.7449
272	5.2985
273	4.6597
274	5.0749
275	4.6779
276	3.9357
277	4.7711
278	5.3341
279	3.7435
280	3.4856
281	3.2191
282	3.6743
283	3.9226
284	3.474
285	3.4944
286	3.9816
287	4.3895
288	3.6757
289	4.029
290	4.3968
291	5.4499
292	4.6706
293	4.356
294	4.5861
295	4.8156
296	3.6619
297	3.4281
298	4.7806
299	4.9678
300	6.2125
301	4.9306
302	3.9845
303	4.3633
304	2.9656
305	4.1928
306	5.0399
307	3.9394
308	3.021
309	2.8615
310	2.5708
311	1.8564
312	2.0202
313	2.6597
314	2.6153
315	2.5927
316	4.3662
317	3.3786
318	3.1069
319	3.6226
320	3.5388
321	2.4376
322	1.7282
323	2.1761
324	3.0574
325	3.5963
326	3.5883
327	4.5658
328	4.6102
329	4.7049
330	4.8746
331	5.884
332	6.0617
333	5.9787
334	6.439
335	6.045
336	5.9161
337	5.5658
338	6.0676
339	5.289
340	6.6379
341	6.8491
342	6.825
343	6.0647
344	4.7012
345	4.8046
346	4.9853
347	5.7843
348	6.943
349	6.6277
350	5.9947
351	5.9387
352	5.506
353	5.7143
354	6.061
355	6.5672
356	6.0319
357	4.4077
358	4.4966
359	4.3006
360	4.9452
361	3.6284
362	3.4339
363	4.1863
364	4.3218
365	3.9328
366	4.0581
367	3.9445
368	4.0027
369	3.7755
370	4.4347
371	5.7289
372	5.6167
373	4.667
374	4.7172
375	4.1375
376	4.38
377	4.3079
378	5.0581
379	8.1448
380	5.3487
381	6.978
382	6.3509
383	5.8105
384	5.2191
385	4.5352
386	6.4434
387	5.718
388	7.013
389	5.5949
390	5.742
391	4.1703
392	3.9845
393	4.3101
394	4.0341
395	3.9357
396	4.7806
397	4.1011
398	5.0341
399	5.5446
400	4.0639
401	3.4616
402	4.0049
403	3.9263
404	5.1105
405	6.0887
406	5.329
407	5.0486
408	4.817
409	5.8134
410	4.1805
411	3.927
412	4.1222
413	3.9838
414	3.0093
415	1.8403
416	2.415
417	3.8651
418	5.2154
419	6.8884
420	8.0079
421	8.0763
422	5.4565
423	6.5512
424	5.9722
425	4.1805
426	3.8848
427	3.962
428	3.8651
429	7.9503
430	6.6604
431	7.5344
432	6.8447
433	6.5912
434	6.9955
435	8.6816
436	7.7216
437	7.903
438	8.0348
439	8.5781
440	7.34
441	9.2992
442	11.048
443	10.583
444	9.8148
445	10.239
446	11.272
447	11.498
448	11.224
449	12.448
450	13.123
451	11.821
452	12.194
453	11.958
454	12.625
455	11.282
456	13.479
457	13.404
458	12.604
459	11.138
460	12.901
461	12.605
462	11.722
463	9.5293
464	9.1149
465	9.9824
466	8.6663
467	6.6947
468	8.5628
469	7.2001
470	7.053
471	5.9467
472	9.5927
473	8.3961
474	11.424
475	12.457
476	10.599
477	10.255
478	10.002
479	10.682
480	11.226
481	12.055
482	12.011
483	10.178
484	12.099
485	13.623
486	10.529
487	9.734
488	11.934
489	11.298
490	12.391
491	12.038
492	12.451
493	10.465
494	8.6233
495	11.375
496	11.355
497	10.328
498	10.998
499	10.175
500	9.7122
501	9.9052
502	10.242
503	9.1899
504	7.4623
505	9.2504
506	9.5417
507	9.0581
508	9.061
509	10.35
510	10.528
511	7.8134
512	7.6692
513	9.2315
514	10.55
515	9.5213
516	8.8032
517	8.7449
518	8.7886
519	8.4274
520	8.6116
521	7.6218
522	6.4601
523	5.8163
524	6.214
525	6.8476
526	5.4274
527	6.7253
528	7.1725
529	7.0756
530	7.3727
531	7.9722
532	7.0312
533	7.8585
534	9.9168
535	10.258
536	9.2475
537	7.514
538	6.5614
539	7.7172
540	7.3196
541	8.3378
542	9.5767
543	10.11
544	9.2941
545	9.0618
546	7.0756
547	7.9569
548	6.8076
549	6.6073
550	7.7267
551	8.4441
552	7.1258
553	6.8731
554	7.1528
555	7.5075
556	6.7296
557	7.557
558	7.0312
559	6.3167
560	5.9678
561	5.8185
562	7.3829
